content,score
Can't update WhatsApp,3
ok,1
It's the best app for communication 😍,5
Is good to use this app,5
splendid,5
aby bharwoo lastseen or online ka masla hora usy hal kradoo meherbani hogi,2
Very disappointing for banning my account and now am at university here suffering.,2
cool,4
Very good for chatting,5
status sound before lipsting problem plz fixed up,5
very useful,5
Good,4
good,5
"yeah it's a good app to manage your contacts and promote businesses,study groups etc",5
good,5
vah kya achcha hai,5
The best chatting app ever😍,5
voice cracking video blurred not connected,1
ilike it app,5
very nice :),5
WhatsApp Verification Code Not Received,5
This WhatsApp is blocking me on WhatsApp,5
💯/💯,5
it's good,5
idk why ya'll fruckers keep adding useless features like older devices nor storage full devices can't keep updating this app. this is a great app but it's not in great hands,2
"Each time I download it, they always say i can't use it again. why?",1
very nice,5
well,5
Glitches I have to fight with the apps verification. I also have to use a new email to be able to use the app.👎😡,1
Nice application,4
let it be the one because it safe and first to send and receive messages .,5
"Can WhatsApp please do an upgrade where you can grey tick certain people only? I hate grey ticks as a rule, but a lot of people have earned them fair and square!",5
very nice upgrade very good,5
"it's a really good app, but sometimes in freezes",4
please help me to bring back my WhatsApp,5
good,5
good app,5
whatsapp se baar baar bahar nikal de rha hai,5
it is so good👍,5
good,5
The app keep suspending my account for no reason,2
can you develop dark theme for amoled screens,5
good,5
It's a really beneficial media app,5
Nice,5
good,5
Am not access my account,5
it has so many glitches,2
Good,5
barka,5
best network for better future,5
osm,5
Brilliant,5
I can't you use my whatsApp,1
the best 👍💯👍💯👍💯,5
good 👍,5
nice and secure,4
It's cool to talk to abroad people,5
"Nothing much to say, all I can say is Meta is Good",5
good,5
Good,5
"Please add an option to schedule messages. For example, when I send a message now, I should be able to set it so that it is delivered after one hour. Kindly add a feature that allows users to schedule messages to be delivered at a later time.",4
"Subject: Request to Review Account Ban - [Your Phone Number] Dear WhatsApp Support, My account ([Your Phone Number]) is currently showing the message: ""This account cannot use WhatsApp."" I believe this ban was a mistake, as I use this account strictly for my daily school-related tasks and study groups.I always aim to follow the Terms of Service and have not intentionally violated any rules. Please review my account and restore access as soon as possible so I can get back to my studies. Ban",5
love it,5
"My WhatsApp messenger number has been blocked by one of my colleagues and I want to get unblocked, to clear misunderstandings taken place between us. Please guide me",1
Best app to connect eachother,1
Nice 👍,5
I don't know what is wrong with my WhatsApp the WhatsApp is restricted please help me out,5
i have been use this app for years but this mandatory requirement upset me,5
"Best messanger app I saw in my life If you lock and hide a chat in this app, you need a password/fingerprint to message it, but you don't need a password/fingerprint to reply to the status of the same chat.The security system is so useless.",3
good,4
So Amazing,5
"this app make mom use it for Dating a single man it's so disgusting,she even use my phone to contact so they come back,just so kind but call me bad word I but hope they got ban",2
Ok,5
Shiva ❤️‍🩹 hai bhai photo dal,5
No open whis,5
"I've used this a lot for a couple of years now, messaging with photos and videos, and I think it's excellent. Great also for long, free voice calls to my son. 🙂",5
nice,5
This is amazing,5
good apps,5
I can not open My WhatsApp,5
very good,5
"There is a security flaw in the Chat Lock feature. If I open a 🔒 chat from the notification bar and press the back button instead of entering the secret code, I can access the 3 dot menu & go to Chat lock settings. From there, the Secret code option lets any1 set a new code w/out entering the current 1, allowing a non-owner to 🔓 chats. Plz fix this by requiring the existing secret code b4 changes can b made to the 🔒 settings & if I call someone from the 🔒 chat, it appears on the Call Logs.",4
super,5
omoo una update! update!! too much abeg kinni.,1
excellent,5
i like it,5
I'm also say thank you so much,5
nice,5
👍🏻,5
it's an amazing app,5
so good in all sides,5
The information provided ís helpful,5
nice app,5
Better,5
A daily basis app,4
perfecto,5
"Dear developers, I can't see the status properly in WhatsApp it take somuch time to download plss fix and clear the issue",1
very good,5
whatsapp is the best,5
Look nice and sharp,4
I really appreciate it,5
best for chart in family members,5
Good,5
good,5
it not good you can't set up a proxy server,1
Great communication app however I have been experiencing Black pixels (or black boxes) on WhatsApp video calls with specific contacts and it is very annoying All other features are great.,4
it better,5
thi app is asame,4
👍 good,4
good,5
"Wow WhatsApp. You make it impossible to get back onto the app, after you banned me for no reason. After a review you put me back on, but make it impossible to get linked again. I seldom use WhatsApp. But get blocked. What's up with you. After hours and then still 7 days later, still no help. WOW. Really. Pathetic Ai Built by men for what?",1
ok,3
good,1
good ranig,5
good,5
It's not working in phone,1
this It's so good,5
بسیار عالی,5
what options to use if you suspect myb they hack ur accounts or clone,1
It great,5
Kindly add the feature Schedule Message(type Now Send Later),5
This apps is very nice apps,5
"I am writing to report a very serious and urgent issue with my WhatsApp application. Each time I try to log into my account, the app automatically logs me out by itself without any action from me. This has made it completely impossible for me to access my account or communicate. I have tried multiple times to log in, but the problem keeps repeating. This is extremely frustrating and concerning, as I may lose important messages and contacts. I urgently need assistance to resolve this issue as soo",3
